Item ID,Item Name,Category,Subcategory,Collection,Rarity,Source Type,Source Game,Visible Unlock Condition,Internal Unlock Condition,Token Price,Equivalent Token Value,Salvage %,Giftable,Unlimited Placement,Account-Earned Only,Secret,Footprint W,Footprint D,Height Band,Placement Surface,Room Types,Rotation,Style Tags,Animation / VFX,Audio / Ambience,Future Interaction,Collection Completion Set,3D Production Notes
buy-with-game-night-tokens-glam-suite-vanessa-s-pink-gmc-media-c,Vanessa's Pink GMC Media Console,Electronics,Electronics,Glam Suite,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,75,75,0.25,Yes,Yes,No,No,2,1,Medium,Floor/Wall,Bedroom; Common Space,90° steps,Glam Suite; Purchasable,Subtle emissive screen loop,Optional room ambience hook,Turn on / launch content later,Glam Suite,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-glam-suite-crystal-drop-lamp,Crystal Drop Lamp,Lighting,Lighting,Glam Suite,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,50,50,0.25,Yes,Yes,No,No,1,1,Medium,Floor/Wall/Ceiling,Bedroom; Common Space,90° steps,Glam Suite; Purchasable,Warm flicker,None,Toggle / lighting preset,Glam Suite,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-glam-suite-faux-fur-cloud-rug,Faux-Fur Cloud Rug,Rugs,Rugs,Glam Suite,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,40,40,0.25,Yes,Yes,No,No,2,2,Flat,Floor,Bedroom; Common Space,90° steps,Glam Suite; Purchasable,None,None,Decorative,Glam Suite,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-glam-suite-gold-sunburst-mirror,Gold Sunburst Mirror,Wall Decor,Wall Decor,Glam Suite,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,50,50,0.25,Yes,Yes,No,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Glam Suite; Purchasable,None,None,Inspect / memory card,Glam Suite,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-glam-suite-orchid-in-gold-pot,Orchid in Gold Pot,Plants,Plants,Glam Suite,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,75,75,0.25,Yes,Yes,No,No,1,1,Medium,Floor/Table,Bedroom; Common Space,90° steps,Glam Suite; Purchasable,None,None,Ambient animation optional,Glam Suite,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-glam-suite-vanity-with-bulb-mirror,Vanity with Bulb Mirror,Tables,Tables,Glam Suite,Rare,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,150,150,0.25,Yes,Yes,No,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Glam Suite; Purchasable,None,None,Surface for small decor,Glam Suite,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-glam-suite-soft-rose-wallpaper,Soft Rose Wallpaper,Wallpaper,Wallpaper,Glam Suite,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,50,50,0.25,Yes,Yes,No,No,0,0,Surface,Wall Surface,Bedroom; Bathroom; Kitchen; Common Space,90° steps,Glam Suite; Purchasable,None,None,Apply to room walls,Glam Suite,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-glam-suite-pale-marble-flooring,Pale Marble Flooring,Flooring,Flooring,Glam Suite,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,75,75,0.25,Yes,Yes,No,No,0,0,Surface,Floor Surface,Bedroom; Bathroom; Kitchen; Common Space,90° steps,Glam Suite; Purchasable,None,None,Apply to room floor,Glam Suite,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-glam-suite-champagne-gold-trim,Champagne-Gold Trim,Ceiling & Trim,Ceiling & Trim,Glam Suite,Rare,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,90,90,0.25,Yes,Yes,No,No,0,0,Surface,Ceiling/Trim,Bedroom; Common Space,90° steps,Glam Suite; Purchasable,None,None,Apply room finish,Glam Suite,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-gamer-den-led-gaming-bed,LED Gaming Bed,Beds,Beds,Gamer Den,Rare,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,150,150,0.25,Yes,Yes,No,No,2,3,Tall,Floor,Bedroom; Common Space,90° steps,Gamer Den; Purchasable,None,None,Sleep animation later,Gamer Den,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-gamer-den-racing-style-game-chair,Racing-Style Game Chair,Seating,Seating,Gamer Den,Rare,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,120,120,0.25,Yes,Yes,No,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Gamer Den; Purchasable,None,None,Sit animation later,Gamer Den,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-gamer-den-dual-monitor-gaming-desk,Dual-Monitor Gaming Desk,Tables,Tables,Gamer Den,Rare,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,150,150,0.25,Yes,Yes,No,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Gamer Den; Purchasable,None,None,Surface for small decor,Gamer Den,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-gamer-den-holly-s-collectible-display,Holly's Collectible Display Cabinet,Storage,Storage,Gamer Den,Common,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,35,35,0.25,Yes,Yes,No,No,2,1,Tall,Floor/Wall,Bedroom; Common Space,90° steps,Gamer Den; Purchasable,None,None,Open/inspect later,Gamer Den,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-gamer-den-big-screen-game-tv,Big-Screen Game TV,Electronics,Electronics,Gamer Den,Rare,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,90,90,0.25,Yes,Yes,No,No,2,1,Medium,Floor/Wall,Bedroom; Common Space,90° steps,Gamer Den; Purchasable,Subtle emissive screen loop,Optional room ambience hook,Turn on / launch content later,Gamer Den,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-gamer-den-rgb-corner-light,RGB Corner Light,Lighting,Lighting,Gamer Den,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,75,75,0.25,Yes,Yes,No,No,1,1,Medium,Floor/Wall/Ceiling,Bedroom; Common Space,90° steps,Gamer Den; Purchasable,Warm flicker,None,Toggle / lighting preset,Gamer Den,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-gamer-den-pixel-grid-rug,Pixel Grid Rug,Rugs,Rugs,Gamer Den,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,50,50,0.25,Yes,Yes,No,No,2,2,Flat,Floor,Bedroom; Common Space,90° steps,Gamer Den; Purchasable,None,None,Decorative,Gamer Den,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-gamer-den-high-score-neon-sign,High Score Neon Sign,Wall Decor,Wall Decor,Gamer Den,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,75,75,0.25,Yes,Yes,No,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Gamer Den; Purchasable,None,None,Inspect / memory card,Gamer Den,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-gamer-den-mini-console-shelf,Mini Console Shelf,Games,Games,Gamer Den,Epic,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,200,200,0.25,Yes,Yes,No,No,2,1,Medium,Floor/Table,Bedroom; Common Space,90° steps,Gamer Den; Purchasable,None,Optional room ambience hook,Launch game or inspect later,Gamer Den,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-gamer-den-classic-arcade-cabinet,Classic Arcade Cabinet,Games,Games,Gamer Den,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,75,75,0.25,Yes,Yes,No,No,2,1,Medium,Floor/Table,Bedroom; Common Space,90° steps,Gamer Den; Purchasable,None,Optional room ambience hook,Launch game or inspect later,Gamer Den,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-gamer-den-beanbag-respawn-chair,Beanbag Respawn Chair,Seating,Seating,Gamer Den,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,50,50,0.25,Yes,Yes,No,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Gamer Den; Purchasable,None,None,Sit animation later,Gamer Den,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-gamer-den-acoustic-hex-wall-panels,Acoustic Hex Wall Panels,Wallpaper,Wallpaper,Gamer Den,Common,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,35,35,0.25,Yes,Yes,No,No,0,0,Surface,Wall Surface,Bedroom; Bathroom; Kitchen; Common Space,90° steps,Gamer Den; Purchasable,None,None,Apply to room walls,Gamer Den,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-gamer-den-dark-rubberized-flooring,Dark Rubberized Flooring,Flooring,Flooring,Gamer Den,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,50,50,0.25,Yes,Yes,No,No,0,0,Surface,Floor Surface,Bedroom; Bathroom; Kitchen; Common Space,90° steps,Gamer Den; Purchasable,None,None,Apply to room floor,Gamer Den,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-gamer-den-streaming-ring-light,Streaming Ring Light,Lighting,Lighting,Gamer Den,Rare,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,120,120,0.25,Yes,Yes,No,No,1,1,Medium,Floor/Wall/Ceiling,Bedroom; Common Space,90° steps,Gamer Den; Purchasable,Warm flicker,None,Toggle / lighting preset,Gamer Den,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-western-lodge-tooled-leather-bed,Tooled-Leather Bed,Beds,Beds,Western Lodge,Epic,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,200,200,0.25,Yes,Yes,No,No,2,3,Tall,Floor,Bedroom; Common Space,90° steps,Western Lodge; Purchasable,None,None,Sleep animation later,Western Lodge,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-western-lodge-saddle-leather-chair,Saddle Leather Chair,Seating,Seating,Western Lodge,Common,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,35,35,0.25,Yes,Yes,No,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Western Lodge; Purchasable,None,None,Sit animation later,Western Lodge,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-western-lodge-barrel-side-table,Barrel Side Table,Tables,Tables,Western Lodge,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,50,50,0.25,Yes,Yes,No,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Western Lodge; Purchasable,None,None,Surface for small decor,Western Lodge,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-western-lodge-ranch-dresser,Ranch Dresser,Storage,Storage,Western Lodge,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,75,75,0.25,Yes,Yes,No,No,2,1,Tall,Floor/Wall,Bedroom; Common Space,90° steps,Western Lodge; Purchasable,None,None,Open/inspect later,Western Lodge,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-western-lodge-saloon-media-console,Saloon Media Console,Electronics,Electronics,Western Lodge,Rare,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,150,150,0.25,Yes,Yes,No,No,2,1,Medium,Floor/Wall,Bedroom; Common Space,90° steps,Western Lodge; Purchasable,Subtle emissive screen loop,Optional room ambience hook,Turn on / launch content later,Western Lodge,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-western-lodge-horseshoe-lamp,Horseshoe Lamp,Lighting,Lighting,Western Lodge,Rare,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,120,120,0.25,Yes,Yes,No,No,1,1,Medium,Floor/Wall/Ceiling,Bedroom; Common Space,90° steps,Western Lodge; Purchasable,Warm flicker,None,Toggle / lighting preset,Western Lodge,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-western-lodge-southwestern-diamond-ru,Southwestern Diamond Rug,Rugs,Rugs,Western Lodge,Rare,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,90,90,0.25,Yes,Yes,No,No,2,2,Flat,Floor,Bedroom; Common Space,90° steps,Western Lodge; Purchasable,None,None,Decorative,Western Lodge,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-western-lodge-prairie-sunset-print,Prairie Sunset Print,Wall Decor,Wall Decor,Western Lodge,Common,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,20,20,0.25,Yes,Yes,No,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Western Lodge; Purchasable,None,None,Inspect / memory card,Western Lodge,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-western-lodge-coiled-rope-wall-decor,Coiled Rope Wall Decor,Wall Decor,Wall Decor,Western Lodge,Common,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,30,30,0.25,Yes,Yes,No,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Western Lodge; Purchasable,None,None,Inspect / memory card,Western Lodge,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-western-lodge-boot-rack,Boot Rack,Storage,Storage,Western Lodge,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,75,75,0.25,Yes,Yes,No,No,2,1,Tall,Floor/Wall,Bedroom; Common Space,90° steps,Western Lodge; Purchasable,None,None,Open/inspect later,Western Lodge,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-western-lodge-weathered-plank-wallpap,Weathered Plank Wallpaper,Wallpaper,Wallpaper,Western Lodge,Rare,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,90,90,0.25,Yes,Yes,No,No,0,0,Surface,Wall Surface,Bedroom; Bathroom; Kitchen; Common Space,90° steps,Western Lodge; Purchasable,None,None,Apply to room walls,Western Lodge,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-western-lodge-dark-hickory-floor,Dark Hickory Floor,Flooring,Flooring,Western Lodge,Rare,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,120,120,0.25,Yes,Yes,No,No,0,0,Surface,Floor Surface,Bedroom; Bathroom; Kitchen; Common Space,90° steps,Western Lodge; Purchasable,None,None,Apply to room floor,Western Lodge,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-western-lodge-swinging-saloon-door,Swinging Saloon Door,Windows & Doors,Windows & Doors,Western Lodge,Epic,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,200,200,0.25,Yes,Yes,No,No,1,0,Architectural,Wall Opening,Bedroom; Common Space,90° steps,Western Lodge; Purchasable,None,None,Architectural customization,Western Lodge,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-princess-and-dance-canopy-ribbon-bed,Canopy Ribbon Bed,Beds,Beds,Princess & Dance,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,75,75,0.25,Yes,Yes,No,No,2,3,Tall,Floor,Bedroom; Common Space,90° steps,Princess & Dance; Purchasable,None,None,Sleep animation later,Princess & Dance,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-princess-and-dance-ballet-slipper-cha,Ballet Slipper Chair,Seating,Seating,Princess & Dance,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,50,50,0.25,Yes,Yes,No,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Princess & Dance; Purchasable,None,None,Sit animation later,Princess & Dance,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-princess-and-dance-round-vanity-table,Round Vanity Table,Tables,Tables,Princess & Dance,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,75,75,0.25,Yes,Yes,No,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Princess & Dance; Purchasable,None,None,Surface for small decor,Princess & Dance,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
